internal_id;record_url;url;landing_page_url;origin_repository;origin_repository_url;document_type;degree_level;language;rights;search_hit_count;pdf_url;pdf_downloaded;pdf_page_count;pdf_text_char_count;manual_review_status;institution_normalized;institution_abbreviation;year;contributor;author;descricao_spatial;title;abstract;keywords;primary_subject;subject_label;subjects;primary_category;primary_category_label;categories;category_labels;category_rule_matches
oai-repositorium-uminho-pt-1822-92234;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92234;https://hdl.handle.net/1822/92234;https://repositorium.uminho.pt/entities/publication/248ca0d4-9d0b-451d-bb2b-abc0fa09e6a4;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;1;https://repositorium.uminho.pt/bitstreams/1a9fecd9-814b-4b5e-8d58-c62f69a3280c/download;TRUE;53;70092;ready;Universidade do Minho;UMinho;2024;Dias, Idalete;Paço, Alexandre Manuel Dias do;Dissertação de mestrado (estágio) | Estágio nos Archives de la Ville de Neuchâtel, Suíça, focado no desenvolvimento de competências em preservação digital e catalogação de arquivos físicos, no âmbito do Mestrado em Humanidades Digitais da Universidade do Minho.;Preservação digital de património municipal – experiência no Arquivo da cidade de Neuchâtel;Este relatório de estágio, redigido no âmbito do Mestrado em Humanidades Digitais da Universidade do Minho, apresenta a experiência na área de preservação digital de arquivos, realizada nos Archives de la Ville de Neuchâtel, Suíça. O principal objetivo do referido estágio consistiu em desenvolver e adquirir competências na área da preservação digital e na organização e catalogação de arquivos físicos. O enquadramento teórico vai explorar conceitos relacionados com a área, tal como demonstrar a importância dos mesmos. De seguida será efetuada uma breve descrição e apresentação da entidade acolhedora, tal como uma explicação acerca daquilo que é e como funciona o arquivo de uma cidade. Após esta breve explicação serão apresentadas, de uma forma detalhada, todas as tarefas realizadas ao longo do estágio, tal como os desafios encontrados. Em suma, este estágio proporcionou-me uma oportunidade de colocar em prática as aprendizagens obtidas ao longo das Unidades Curriculares do Mestrado em Humanidades Digitais.;Arquivo Municipal | Cidade de Neuchâtel | Memória coletiva | Património documental | Preservação digital | Municipal Archive | City of Neuchâtel | Colective memory | Documentary heritage | Digital preservation;patrimonio_cultural_digital;Património cultural digital;Património cultural digital;arquivos_bibliotecas_digitais;Arquivos e bibliotecas digitais;arquivos_bibliotecas_digitais | edicao_digital | patrimonio_digital | humanidades_espaciais_gis | preservacao_digital | metodos_computacionais | ensino_formacao;Arquivos e bibliotecas digitais | Edição digital | Património digital | Humanidades espaciais / GIS | Preservação digital | Métodos computacionais aplicados às humanidades | Ensino e formação;curso | digital preservation | heritage | humanidades digitais | metadados | patrimonio | património | preservacao digital | preservação digital | sig | tei | transcricao | transcrição
oai-repositorium-uminho-pt-1822-92229;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/92229;https://hdl.handle.net/1822/92229;https://repositorium.uminho.pt/entities/publication/f4603023-4ea2-4d68-8b42-1812322738e1;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;1;https://repositorium.uminho.pt/bitstreams/ebd72732-6073-4539-a88e-114ca789dab1/download;TRUE;194;408073;ready;Universidade do Minho;UMinho;2024;Dias, Idalete | Flores, Cristina | Rinke-Scholl, Esther;Antunes, João Vieira;Dissertação de mestrado | Criação e processamento de um corpus eletrónico de narrativas em português europeu e alemão produzidas por crianças lusodescendentes na Suíça, com anotação morfossintática via Sketch Engine e desenvolvimento de um protótipo de interface de pesquisa.;Processamento linguístico de narrativas produzidas por crianças lusodescendentes e proposta de interface de pesquisa;Este projeto conjugará duas importantes áreas de estudo da linguística e das humanidades digitais, nomeadamente o bilinguismo e a análise e tratamento de corpora. Para tal, foram transcritas e analisadas 40 narrativas retiradas de um projeto de investigação, coordenado pela Professora Doutora Cristina Flores, investigadora no Centro de Estudos Humanísticos da Universidade do Minho. O estudo centrou-se em crianças lusodescendentes, que vivem na Suíça (cantão alemão), tendo estas sido submetidas a dois instrumentos de recolha de dados em português europeu (PE) e em alemão padrão (AP). Numa das fases do projeto, os participantes ouviram uma história e tiveram de a recontar nas duas línguas, produzindo as narrativas que foram analisadas nesta dissertação. Com efeito, o presente projeto de dissertação tem como objetivo contribuir para a criação de um corpus eletrónico de narrativas produzidas em PE e AP por falantes de herança e o seu processamento. Através de técnicas de processamento de linguagem natural, o corpus foi lematizado e etiquetado ao nível morfossintático [part-of-speech tagging] com recurso ao Sketch Engine – uma ferramenta de análise e gestão dos corpora. Estas duas camadas de informação linguística permitiram identificar e analisar padrões linguísticos específicos dos informantes em questão e ainda de preservar as próprias narrativas e disponibilizar um recurso para a comunidade científica. Na segunda parte do projeto, é apresentada uma prova-conceito de um protótipo de interface de pesquisa, que tem como objetivo o armazenamento destes dados linguísticos na sua versão anotada e não anotada e a disponibilização deste recurso para toda a comunidade linguística, contribuindo, assim, para a sustentabilidade e preservação deste tipo de recursos.;Corpus de narrativas escritas | Crianças bilingues | Interface de pesquisa | Português língua de herança | Processamento de linguagem natural | Bilingual children | Corpus of written narratives | Natural language processing | Search interface | Portuguese as heritage language | Forschungsschnittstelle | Korpus geschriebener erzählungen | Linguistische datenverarbeitung | Portugiesisch als herkunftssprache | Zweisprachige Kinder;territorio_comunidades;Território e comunidades;Território e comunidades;edicao_digital;Edição digital;edicao_digital | patrimonio_digital | humanidades_espaciais_gis | analise_textual_nlp | metodos_computacionais | ensino_formacao;Edição digital | Património digital | Humanidades espaciais / GIS | Análise textual e NLP | Métodos computacionais aplicados às humanidades | Ensino e formação;aprendizagem | corpus | curso | ensino | heritage | humanidades digitais | natural language processing | processamento de linguagem natural | sig | tei | text encoding initiative
oai-repositorio-aberto-up-pt-10216-160459;https://www.rcaap.pt/detail.jsp?id=oai:repositorio-aberto.up.pt:10216/160459;https://hdl.handle.net/10216/160459;https://repositorio-aberto.up.pt/handle/10216/160459;Repositório Aberto da Universidade do Porto;http://repositorio-aberto.up.pt;master thesis;mestrado;por;open access;1;https://repositorio-aberto.up.pt/bitstream/10216/160459/2/681282.pdf;TRUE;153;190287;ready;Universidade do Porto;UP;2024;;Rodrigues, Roberta Azevedo;Dissertação de mestrado | Desenvolvimento de um circuito físico-digital em realidade aumentada para o projeto Valongo Utopian City, catalogando memórias e narrativas locais através de uma metodologia participativa de Citizen Humanities para preservar e disseminar o património cultural.;Realidade Aumentada, Passado - Presente - Futuro: Um Projeto de Humanidades Digitais em Valongo;"ABSTRACT Digital humanities involve the systematic study of the record of human experience through computing to make sense of the past and actively participate in the discussion about the present that shapes our future. Inserted into the Valongo project - Utopian City of the Utopia 500 Program, this study explored the use of augmented reality to catalog, preserve and disseminate memories through narratives. As a participatory research, an interdisciplinary methodological approach based on Citizen Humanities was adopted, investigating values, cultural meanings and depth of phenomena related to local culture. In partnership with the community, we identified characters and places with potentially utopian profiles. The results include the construction of a memory-based narrative from a utopian perspective, the facilitation of intergenerational dialogue and the creation of a physical-digital circuit prototype through augmented reality, integrating the past, present and future of Valongo. The potential for the project to expand to other regions was also observed, exploring points outside the historic center of Valongo that have significant relevance to its cultural heritage. Keywords: Digital humanities; utopian minds; augmented reality; citizen humanities; cultural heritage.";Outras ciências da engenharia e tecnologias | Other engineering and technologies;gamificacao_realidade_virtual;Gamificação e realidade virtual;Gamificação e realidade virtual;edicao_digital;Edição digital;edicao_digital | patrimonio_digital | humanidades_espaciais_gis | metodos_computacionais | ensino_formacao;Edição digital | Património digital | Humanidades espaciais / GIS | Métodos computacionais aplicados às humanidades | Ensino e formação;curso | disciplina | gis | heritage | humanidades digitais | mapa digital | patrimonio | patrimonio cultural | património | património cultural | sig | tei
oai-ria-ua-pt-10773-42068;https://www.rcaap.pt/detail.jsp?id=oai:ria.ua.pt:10773/42068;http://hdl.handle.net/10773/42068;https://ria.ua.pt/handle/10773/42068;RIA - Repositório Institucional da Universidade de Aveiro;https://ria.ua.pt;master thesis;mestrado;por;open access;2;https://ria.ua.pt/bitstream/10773/42068/1/Documento_Jose_Vasco_Sousa.pdf;FALSE;0;0;metadata_only;Universidade de Aveiro;UA;2024;;Sousa, José Vasco Carvalho de;Dissertação de mestrado | Desenvolvimento de um sistema de informação colaborativo para o projeto iForal, permitindo edição crítica, anotação e visualização de cartas de foral medievais portuguesas, com ferramentas de glossário e análise de variantes textuais.;Sistema integrado de suporte à edição eletrónica de forais medievais portugueses e de desenvolvimento de um glossário;As humanidades digitais têm emergido na última década como um campo de investigação interdisciplinar, que integra tecnologia e métodos computacionais na pesquisa, preservação e partilha de fontes textuais. O projeto iForal visa o estudo histórico-linguístico das cartas de foral outorgadas pelo poder régio até 1279, assim como os seus testemunhos latinos e vernaculares produzidos até ao final do século XV. A presente dissertação propõe-se a desenvolver um sistema de informação que suporte o projeto iForal. O sistema oferece uma interface intuitiva que permite aos investigadores de humanidades digitais editar e anotar textos de forma colaborativa, promovendo a produção de edições críticas, com de acordo com critérios validados do ponto de vista científico. Além disso, esta incorpora ferramentas de visualização que possibilitam uma análise detalhada das variantes textuais e a comparação entre diferentes tipos de edição por parte dos leitores. O sistema também integra um mecanismo para a construção e expansão de um glossário, permitindo a categorização e definição de termos específicos registados nos textos editados. Ao longo da dissertação são abordados aspetos técnicos, como escalabilidade, segurança e flexibilidade da plataforma, assim como a metodologia de desenvolvimento de software e seleção de tecnologias. Testes realizados demonstraram a eficácia e eficiência da plataforma na edição crítica e construção de glossários. Este trabalho representa uma contribuição para o campo das humanidades digitais, apresentando uma solução inovadora em comparação com outras plataformas existentes.;Edição crítica | Forais medievais portugueses | Glossário interativo | Humanidades digitais | Text encoding iniciative (TEI);edicao_digital;Edição digital;Edição digital;edicao_digital;Edição digital;edicao_digital | humanidades_espaciais_gis | visualizacao_informacao | metodos_computacionais | ensino_formacao;Edição digital | Humanidades espaciais / GIS | Visualização de informação | Métodos computacionais aplicados às humanidades | Ensino e formação;disciplina | gis | humanidades digitais | metodos computacionais | métodos computacionais | tei | visualizacao | visualização
oai-estudogeral-uc-pt-10316-108473;https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/108473;https://hdl.handle.net/10316/108473;https://estudogeral.uc.pt/handle/10316/108473;Estudo Geral - Universidade de Coimbra;http://estudogeral.sib.uc.pt;master thesis;mestrado;por;open access;1;https://estudogeral.uc.pt/bitstream/10316/108473/-1/BARREIRA_Mariana_DissertacaoMestrado.pdf;TRUE;204;513903;ready;Universidade de Coimbra;UC;2023;;Barreira, Mariana Castro;Dissertação de mestrado | Estudo histórico da igreja colegiada e paróquia de S. Bartolomeu de Coimbra entre os séculos XII e XV, com recurso ao sistema Timelink, analisando o património, as comunidades eclesiástica, laica e socioprofissional, e as práticas em torno da morte.;A Vida e a Morte das comunidades laicas e eclesiásticas da paróquia medieval de São Bartolomeu de Coimbra: uma abordagem a partir do Timelink;A presente dissertação pretende analisar um conjunto de aspetos que integravam ecompunham a igreja colegiada e a paróquia de S. Bartolomeu de Coimbra, entre os séculos XIIe XV. Dada a importância de corresponder à informatização do mundo contemporâneo,procuramos desenvolver o presente estudo histórico alicerçados numa metodologia,essencialmente informática, que reflete essa adaptação e integração tecnológica. Em primeirolugar, deslindamos as fontes documentais que sustentaram esta dissertação e, de seguida, areferida metodologia, que tem por base o sistema de informação Timelink. Posteriormente,apresentamos a contextualização da igreja e paróquia de S. Bartolomeu na Idade Média,percorrendo brevemente aspetos institucionais e arquitetónicos. Abordamos, ainda, opatrimónio imobiliário da colegiada de S. Bartolomeu, evocando a sua composição elocalização no contexto urbano. Na terceira e quarta parte do estudo, consideramos as trêscomunidades que S. Bartolomeu acolhia: uma comunidade eclesiástica, uma comunidade laicae, por fim, uma comunidade de pessoas que se faziam celebrar nesta paróquia. Assente nas trêscomunidades identificadas, desenvolvemos uma análise que visa revelar, primeiro, ascomunidades familiares residentes na paróquia de S. Bartolomeu, atendendo às relações desangue, matrimónio e de serviço detetadas, e, em segundo, as comunidades socioprofissionaisque os paroquianos ocupavam. Finalmente, considerando o conjunto de pessoas que se faziamcelebrar e registar no Obituário de S. Bartolomeu, analisamos a conjuntura da morte nestainstituição entre o século XII e o século XV, evidenciando o elo de ligação entre a vida e amorte, por via de doações materiais. Por fim, esperamos alcançar um quadro revelador deaspetos e tendências de índole social, económico, cultural e urbano que constituíam o cenáriomedieval de S. Bartolomeu.;Paróquia urbana | Humanidades digitais | Comunidades medievais | Coimbra | Comemoração da morte | Urban parish | Digital Humanities | Medieval communities | Commemoration of death;edicao_digital;Edição digital;Edição digital;patrimonio_digital;Património digital;patrimonio_digital | humanidades_espaciais_gis | metodos_computacionais | ensino_formacao;Património digital | Humanidades espaciais / GIS | Métodos computacionais aplicados às humanidades | Ensino e formação;base de dados | curso | gis | humanidades digitais | patrimonio | património
oai-repositorium-uminho-pt-1822-83608;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/83608;https://hdl.handle.net/1822/83608;https://repositorium.uminho.pt/entities/publication/470211af-84d2-415f-9b1f-7a13e755b1bc;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;2;https://repositorium.uminho.pt/bitstreams/bfc3c93b-5699-4047-8b91-4ce169ce2a94/download;TRUE;127;245890;ready;Universidade do Minho;UMinho;2023;Almeida, J. J. | Mendes, Rui;Grenhas, João Manuel Pós de Mina;Dissertação de mestrado | Desenvolvimento de um sistema operativo baseado em ontologias (OBOS), inspirado na filosofia Unix, para simplificar a gestão, edição e visualização de dados ontológicos nas humanidades digitais e outras áreas do conhecimento.;Ancestors Note Book: uma aplicação para memorabilia e genealogia, baseada em ontologias;O tema desta dissertação de mestrado desenrolou-se no âmbito das humanidades digitais, pretendendo desenhar e construir um toolkit de apoio ao registo e processamento de histórias de família, micro-história, documentos, fotografias, elementos genealógicos e histórias de instituição, com especial interesse na inferência de indivíduos. Foi desenvolvido um protótipo de aplicação web de uso pessoal, sobre Flask/Python, configurável (e reutilizável, salvo ajustes), como prova de conceito a suportar uma ontologia OWL2 sobre o domínio do problema. ANB = Ancestors Note Book = Ontologia AncestorsNB, para Memorabilia e Genealogia, Relações humanas e Ambiente + Filosofia Wiki + Inferência Interativa e Dinâmica + SPARQL + Geração de formulários O domínio do problema induziu naturalmente uma arquitetura de ontologia, à qual foi dada persistência num ficheiro de texto em sintaxe Turtle, carregada pela aplicação num grafo RDFLib. A ontologia é expansível, mas já inclui à partida relacionamentos de genealogia de pessoas, com diversos graus de parentesco, e ainda relacionamento no âmbito social, institucional e geográfico, para pessoas, organizações e lugares. Ainda no âmbito da memorabilia, prevê-se o registo e referência de eventos, fotografias, documentos, multimédia, histórias de família, artigos sobre qualquer assunto. Na aplicação, acolhe-se uma filosofia Wiki, no sentido em que proporciona uma apresentação gráfica (suportada em mardkdown e html), navegação por hiperligações (internas ou externas), e edição. Em virtualmente qualquer classe ontológica, a apresentação prettyprint de indivíduos e os formulários de ingestão permitem templating e alguma configuração. A apresentação prettyprint prevê documentos de variada morfologia, incluindo texto, PDF, markdown e multimédia. Permite-se ao utilizador a ingestão de informação em lote (na sintaxe Turtle, por edição direta ou via ficheiro), e CRUD interativo (via formulários ou SPARQL), num ambiente operacional rico, com pesquisas de utilizador combinadas com navegação, além de facilitar a inferência sobre indivíduos, sejam pessoas ou não. A inferência é interativa (i.e., a pedido interativo do utilizador) e/ou dinâmica (por etiquetagem no conteúdo de um campo configurado como elegível para este efeito), jogando com classes, ID de indivíduo, nomes e datas. A inferência pode ter posicionamento genealógico: basta que seja encontrado um grau de parentesco. Tanto a inferência como os motores de pesquisa interativa se baseiam num tratamento rico de nomes e moradas em Português, em que a normalização prevê grafias antigas, além de acentos e partículas de ligação (de, da, do, etc.).;Humanidades digitais | Ontologias OWL2 | Genealogia | Inferência | Prototipagem de aplicações web para ontologias | Geração de formulários html | RDFLib | Processamento de linguagem natural | Digital humanities | OWL2 ontologies | Genealogy | Inference | Web application prototyping for ontologies | HTML form generation | Natural language processing;representacao_conhecimento_ontologias;Representação do Conhecimento e Ontologias;Representação do Conhecimento e Ontologias;edicao_digital;Edição digital;edicao_digital | humanidades_espaciais_gis | analise_textual_nlp | metodos_computacionais;Edição digital | Humanidades espaciais / GIS | Análise textual e NLP | Métodos computacionais aplicados às humanidades;gis | humanidades digitais | natural language processing | processamento de linguagem natural | sig | tei
oai-estudogeral-uc-pt-10316-111735;https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/111735;https://hdl.handle.net/10316/111735;https://estudogeral.uc.pt/handle/10316/111735;Estudo Geral - Universidade de Coimbra;http://estudogeral.sib.uc.pt;master thesis;mestrado;por;open access;1;https://estudogeral.uc.pt/bitstream/10316/111735/-1/GabrielBonora_versaofinal.pdf;TRUE;189;409553;ready;Universidade de Coimbra;UC;2023;;Bonora, Gabriel Martinez;Dissertação de mestrado | Análise das estratégias de comemoração dos mortos na paróquia de Santiago de Coimbra na Idade Média, com recurso ao sistema Time Link, estudando as redes sociais dos fundadores de cerimónias fúnebres e as práticas de sufrágio de alma.;Atitudes perante a morte na sociedade medieval portuguesa. Os ca(u)sos da paróquia de Santiago de Coimbra;"Este trabalho teve como objetivo a identificação e análise das estratégias de comemoração dos mortos dos cristãos medievais, a partir do universo paroquial organizado em torno da igreja colegiada de Santiago de Coimbra, que foi estudado de acordo com os princípios da micro-história. Para tal, selecionámos como fontes o Livro de Aniversários da Colegiada de Santiago de Coimbra e 41 documentos originais (testamentos, traslados de cláusulas testamentárias e doações postmortem) preservados no Arquivo Nacional da Torre do Tombo. Para recolha e análise da informação, foi utilizado o sistema Time Link no âmbito do projeto exploratório COMMEMORtis – O que sobrevive depois da morte? Comunidades paroquiais e estratégias de comemoração dos mortos na cidade medieval (EXPL/HAR-HIS/0532/2021).Dividimos esta tese em três capítulos sendo o primeiro dedicado à rede paroquial de Coimbra, à inserção urbana da paróquia de Santiago e ao culto do apóstolo peregrino e sua expansão na Península Ibérica. Já no segundo capítulo visamos a caracterização das pessoas que fundaram cerimónias fúnebres e de sufrágio de alma na dita igreja, estudando as suas relações sociais, familiares e profissionais. Em articulação com essa caracterização social, foram identificadas e estudadas as tipologias de cerimónias estipuladas, bem como o património afecto à sua manutenção. Finalmente, no terceiro capítulo analisamos as formas de comemoração dos mortos em Santiago através das motivações e das encomendações dos(as) celebrados(as); das datas definidas para celebração e das tipologias dos ofícios divinos requisitados. Ademais, percorremos, da melhor maneira possível, a espacialidade do templo em questão a partir dos altares, capelas particulares, e demais locais destinadas ao repouso dos corpos, identificados no seu livro de aniversários.Com o estudo realizado, entendemos apresentar aqui um singelo contribuo à história da paróquia e da colegiada de Santiago de Coimbra – instituições que dispõem de uma documentação rica em informação – e, assim, à história da cidade medieval em que se inseria.";Medieval Coimbra | Cult of the Apostle Santiago | Strategies for commemorating the death | Medieval parish | Digital Humanities | Coimbra medieval | Culto do Apóstolo Santiago | Estratégias de comemoração dos mortos | Paróquia medieval | Humanidades Digitais;edicao_digital;Edição digital;Edição digital;edicao_digital;Edição digital;edicao_digital | patrimonio_digital | humanidades_espaciais_gis | analise_textual_nlp | metodos_computacionais | ensino_formacao;Edição digital | Património digital | Humanidades espaciais / GIS | Análise textual e NLP | Métodos computacionais aplicados às humanidades | Ensino e formação;base de dados | corpus | curso | gis | humanidades digitais | patrimonio | património | sig | tei
oai-run-unl-pt-10362-154579;https://www.rcaap.pt/detail.jsp?id=oai:run.unl.pt:10362/154579;http://hdl.handle.net/10362/154579;;Repositório Institucional da UNL;https://run.unl.pt;master thesis;mestrado;eng;open access;1;;FALSE;0;0;metadata_only;Universidade Nova de Lisboa;UNL;2023;Alves, Daniel Ribeiro | Leitão, Paulo Jorge de Oliveira;Pitta, Cecília Pilar Casemiro;Dissertação de mestrado | Análise das vantagens e desafios da implementação do IIIF em repositórios digitais de instituições de património cultural, avaliando o seu impacto na interoperabilidade de recursos digitais e na investigação nas ciências sociais e humanas, com foco no contexto europeu e português.;Implementing the International Image Interoperability Framework (IIIF) for accessibility and reuse of cultural heritage resources on the web – Challenges and Advantages;The accessibility of images-based resources is important for the practice of research, teaching and knowledge transfer in the Social Sciences and the Humanities. In the past twenty-five years, Cultural Heritage Institutions (CHIs) have been digitizing and providing millions of digital surrogates of their artefacts, paintings, books, maps, manuscripts and other objects in digital repositories and web platforms. However, most of those digital resources are still locked up in silos which means they lack interoperability and reusability. To address this issue, the International Image Interoperability Framework (IIIF) was created in 2011 by technologists from Stanford University, The British Library and The Bodleian Library, The National Library of Norway and The National Library of France (BnF). This study will address the challenges and advantages of the IIIF’s implementation in digital repositories of CHIs and how the IIIF can enhance research, teaching and knowledge transfer in the social sciences and humanities. This study will also look at the IIIF implementation scenario in Europe and in Portugal through qualitative analysis of professionals’ responses to a questionnaire.;Quadro Internacional de Interoperabilidade da Imagem | Interoperabilidade | Humanidades Digitais | Interfaces interativas | Instituições do Património Cultural | International Image Interoperability Framework | Interoperability | Digital Humanities | Interactive Interfaces | Cultural Heritage Institutions;patrimonio_cultural_digital;Património cultural digital;Património cultural digital;patrimonio_digital;Património digital;patrimonio_digital | humanidades_espaciais_gis | metodos_computacionais;Património digital | Humanidades espaciais / GIS | Métodos computacionais aplicados às humanidades;gis | heritage | humanidades digitais | patrimonio | patrimonio cultural | património | património cultural
oai-repositorium-uminho-pt-1822-85866;https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/85866;https://hdl.handle.net/1822/85866;https://repositorium.uminho.pt/entities/publication/b581ec3d-4f83-41ab-ada5-9e79a939977f;RepositóriUM - Universidade do Minho;https://repositorium.uminho.pt;master thesis;mestrado;por;open access;1;https://repositorium.uminho.pt/bitstreams/f37c5763-34e3-464d-8a53-c9dc73493035/download;TRUE;151;327033;ready;Universidade do Minho;UMinho;2023;Barros, Anabela Leal de | Dono López, Pedro;Piovesan, Fabíola dos Santos;Dissertação de mestrado | Edição semidiplomática, tradução para inglês e codificação TEI/XML de capítulos selecionados do manuscrito inédito do padre Matias Álvares Cardoso, preservado no Arquivo Distrital de Braga, no âmbito das Humanidades Digitais.;Os conselhos espirituais de um padre no século XVIII: edição, tradução e codificação TEI do Manuscrito 508 do Arquivo Distrital de Braga;Este trabalho tem por objetivo trazer à luz um conteúdo que sirva de contributo ao mundo, através de um viés investigativo sobre o assunto “espiritualidade”. Ao utilizar parte de um conteúdo inédito encontrado no Arquivo Distrital de Braga – o livro manuscrito da mão do padre Matias Álvares Cardoso –, realizam-se atividades que visam corresponder a uma proposta de linha de pesquisa dentro das Humanidades Digitais. Assim, nesta dissertação de mestrado, percorrem-se processos investigativos de recolha, estudo, organização de informações e processos práticos em torno dos capítulos escolhidos, XI, XIV e XVI, através de edições textuais (semidiplomática e interpretativa), tradução para um idioma de ampla divulgação, o inglês, com apoio de CAT tool, e posterior codificação TEI em XML como referência para o meio digital. Deste modo, o trabalho desvenda, edita, traduz e prepara eletronicamente os capítulos supracitados do Manuscrito 508 aos olhos da “natureza humana nas tecnologias” de modo a resgatar e partilhar os conselhos em prol do avanço espiritual do mundo, de modo a divulgar e motivar mais linhas de pesquisa que valorizem a tradição manuscrita de Portugal e a respetiva edição e disponibilização digital.;Codificação TEI | Crítica textual | Cultura manuscrita de Portugal | Espiritualidade | Tradução português-inglês | Portugal’s manuscript tradition | Portuguese into English translation | Spirituality | TEI encoding | Textual criticism;edicao_digital;Edição digital;Edição digital;edicao_digital;Edição digital;edicao_digital | humanidades_espaciais_gis | visualizacao_informacao | metodos_computacionais;Edição digital | Humanidades espaciais / GIS | Visualização de informação | Métodos computacionais aplicados às humanidades;gis | humanidades digitais | sig | tei | transcricao | transcrição | visualizacao | visualização
oai-dspace-uevora-pt-10174-35754;https://www.rcaap.pt/detail.jsp?id=oai:dspace.uevora.pt:10174/35754;http://hdl.handle.net/10174/35754;http://dspace.uevora.pt/rdpc/handle/10174/35754;Repositório Científico da Universidade de Évora;https://dspace.uevora.pt/rdpc;doctoral thesis;doutoramento;por;embargoed access;1;http://dspace.uevora.pt/rdpc/bitstream/10174/35754/1/Doutoramento-Historia-Fernanda_de_Lima_Lourencetti.pdf;FALSE;0;0;metadata_only;Universidade de Évora;UÉvora;2023;;Lourencetti, Fernanda de Lima;Tese de doutoramento | Análise comparativa histórica das relações entre caminho de ferro, porto e desenvolvimento urbano em seis cidades ibéricas atlânticas, com proposta de plataforma Open Access para preservação do património ferroviário em cidades portuárias.;Património ferroviário e urbanismo em cidades portuárias da Península Ibérica;"Esta investigação tem como objetivo principal identificar as semelhanças e as diferenças da forma como ao longo do tempo se estabeleceram as ligações entre o caminho de ferro e o porto e as práticas de preservação do património ferroviário em cidades localizadas no litoral ibérico banhado pelo oceano Atlântico. Procura-se apresentar uma abordagem histórica das relações que se estabeleceram entre as zonas portuárias, o caminho de ferro e o desenvolvimento urbano no período que decorreu entre a segunda metade do século XIX e a primeira metade do século XXI. A metodologia empregue é a análise comparativa por pares de três cidades portuguesas, Lisboa, Setúbal e o Porto, e três cidades espanholas, Sevilha, Cádis e Vigo. A seleção destas cidades baseou-se na similaridade das características geográficas e demográficas das mesmas, sendo estudada Lisboa em paralelo com Sevilha, Setúbal em paralelo com Cádis e o Porto em paralelo com Vigo. A abordagem é interdisciplinar e procura contribuir para a historiografia que tem estudado a ligação porto-ferrovia. Considerando as práticas de preservação contemporâneas, que fazem uso das Humanidades Digitais e da criação de redes urbanas, é apresentada uma proposta de plataforma Open Access, que tem como objetivo contribuir para a promoção do conhecimento e fomentar a elaboração de novas estratégias de preservação do património ferroviário em cidades portuárias na Península Ibérica; Railway heritage and urbanism in port cities of the Iberian Peninsula Abstract: The main goal of this research is to identify the similarities and differences in the way railway-port links and railway heritage preservation practices were established over time in cities located on the Iberian coast bordering the Atlantic Ocean. The aim is to present a historical approach to the relationships established between port areas, railways and urban development in the period between the second half of the 19th century and the first half of the 21st century. The methodology employed is a comparative analysis by pairs of three Portuguese cities, Lisbon, Setúbal and Porto, and three Spanish cities, Seville, Cadiz and Vigo. The selection of these cities was based on the similarity of their geographic and demographic characteristics, with Lisbon being studied in parallel with Seville, Setúbal in parallel with Cadiz and Porto in parallel with Vigo. The approach is interdisciplinary and seeks to contribute to the historiography that has studied the port-rail connection. Considering contemporary preservation practices, which make use of Digital Humanities and urban networking, a proposal for an Open Access platform is presented, which aims to contribute to the promotion of knowledge and foster the elaboration of new strategies for the preservation of railway heritage in port cities in the Iberian Peninsula.";Património Ferroviário | Porto | Urbanismo | Cidade Portuária | Península Ibérica | Railway Heritage | Port | Urbanism | Port City | Iberian Peninsula;territorio_comunidades;Território e comunidades;Território e comunidades;patrimonio_digital;Património digital;patrimonio_digital | metodos_computacionais | ensino_formacao;Património digital | Métodos computacionais aplicados às humanidades | Ensino e formação;disciplina | heritage | humanidades digitais | patrimonio | património
